DRV-501:Crown Victoria:12669397.00
PLW-907:Camión Ford 350:11515237.00
GFK-447:Crown Victoria:8453635.00
GSK-809:Mazda Miata:7733286.50
XDU-671:Jeep Cherokee:9689719.00
PIH-619:Ford  Van:12403764.00
DDW-592:BMW 5 Series:9839737.00
YXZ-972:Caprice Classic:14892179.00
KTI-198:Chevy Pickup:10086578.00
DUD-278:Sedan:11695527.00
AOL-979:Chevy Van:6410564.50
VDS-647:Volvo Wagon:8126291.00
MQY-344:Range Rover:13960349.00
FAW-985:Crown Victoria:12949823.00
CGW-819:Mitsubish Eclipse:11089572.00
DIP-508:Ford Mustang 65:8356075.50
NHX-977:Mitsubish Eclipse:10803684.00
VLX-796:Toyota Landcruiser:11151377.00
XMZ-045:Range Rover:5428938.50
XQD-954:Mazda Miata:9355441.00
TIA-416:Crown Victoria:9222781.00
BIQ-092:Crown Victoria:6558159.50
SDZ-170:Range Rover:12841988.00
QYO-149:Camión Ford 350:7019074.50
HGQ-480:Crown Victoria:8323765.00
JYZ-321:Crown Victoria:7651757.00
GGC-928:Crown Victoria:10746314.00
UDB-212:Ford  Van:8811366.00
NAV-301:Ford Mustang 65:7677296.00
CGU-330:Bus Escolar:7239743.50
IIP-511:Mazda Miata:9967325.00
HOF-486:Jeep Cherokee:13097776.00
QQR-679:Crown Victoria:6450344.00
FYF-504:Jeep Cherokee:7268304.00
TVX-904:Ford pickup F100:14455851.00
ZES-875:Ford  Van:6492700.50
EVC-972:Mitsubish Eclipse:13350396.00
EAP-248:BMW 5 Series:10404324.00
QLD-680:Sedan:14783311.00
GSR-028:Ford  Van:9243362.00
RNI-471:Crown Victoria:9490229.00
FAD-686:Ford Mustang 65:13860967.00
DAD-011:Ford  Van:13736260.00
VOL-038:Mazda Miata:9482182.00
JUM-199:BMW 5 Series:5514102.00
YEV-787:Mazda Miata:7754429.50
UKA-958:Jeep Cherokee:8041729.00
LTK-858:Mitsubish Eclipse:13259827.00
QHC-621:BMW 5 Series:12724778.00
IQZ-132:Camión Ford 350:6939662.00
RFA-213:Chevy Pickup:10580845.00
BZI-681:Ford Mustang 65:11274062.00
MSB-688:BMW 5 Series:13800248.00
MWJ-815:Chevy Van:14323462.00
UYZ-825:Jeep Cherokee:9200741.00
MTA-396:Ford  Van:12919273.00
JWC-279:BMW 5 Series:8772409.00
VTZ-929:Toyota Landcruiser:12213328.00
WSY-123:Chevy Van:10095448.00
DNB-018:Chevy Pickup:9822359.00
SPS-451:Ford  Van:10773604.00
VOJ-140:Jeep Cherokee:7130408.00
UEM-050:Bus Escolar:12465857.00
NUT-662:Jeep Cherokee:7163102.00
UYT-303:Sedan:13174652.00
XFA-322:Toyota Landcruiser:11925943.00
KEC-918:Caprice Classic:10908293.00
QIK-256:Jeep Cherokee:11309121.00
OJT-675:Range Rover:10020524.00
TNY-076:BMW 5 Series:6289775.00
VGC-006:Chevy Van:12403051.00
AEA-576:Jeep Cherokee:13999475.00
BQZ-714:Crown Victoria:8565639.00
AHZ-790:Volvo Wagon:14570162.00
IBU-475:Volvo Wagon:6784690.00
SFI-482:Crown Victoria:13381636.00
WVS-020:Ford pickup F100:14817597.00
JYB-300:Jeep Cherokee:5870360.00
CXV-849:Camión Ford 350:11366484.00
FZP-024:Toyota Landcruiser:5251816.50
GSD-571:Camión Ford 350:13304080.00
BXL-195:Mazda Miata:10003002.00
KIW-835:Chevy Pickup:14624477.00
MOP-706:Plymouth Cuda:12911679.00
JYU-106:Camión Ford 350:7487659.50
NRG-427:Bus Escolar:9894115.00
BJL-384:Jeep Cherokee:13737321.00
ZMC-918:Ford Mustang 65:7593433.50
UBO-868:Plymouth Cuda:14773962.00
NFR-791:Mazda Miata:8379721.00
OUJ-422:BMW 5 Series:13072069.00
SXF-874:Range Rover:7920311.00
NWK-263:BMW 5 Series:9400049.00
PDX-532:Sedan:10853396.00
BZH-221:Crown Victoria:9776317.00
ZRU-710:Bus Escolar:8069228.00
YSW-613:Caprice Classic:13342165.00
LTH-708:Toyota Landcruiser:11208025.00
VXJ-008:Mazda Miata:14887481.00
NTT-680:Chevy Van:8022126.50
UEK-842:Crown Victoria:11154732.00
ZXR-073:Bus Escolar:5828891.50
FLR-226:Chevy Van:7560912.00
KAK-207:Sedan:5185785.00
WKT-363:Bus Escolar:8015475.00
HZQ-037:Chevy Pickup:11765475.00
EIU-490:Ford  Van:6820845.50
BPR-126:BMW 5 Series:14827783.00
CTO-718:Ford  Van:8880738.00
VAL-171:Crown Victoria:11710658.00
MLI-445:Chevy Pickup:13855413.00
COQ-426:Jeep Cherokee:10897194.00
JDC-494:Sedan:13649653.00
NIZ-246:Crown Victoria:6947893.00
CNJ-502:Camión Ford 350:5879409.00
VSO-031:Caprice Classic:9048632.00
HME-290:Ford Mustang 65:6392545.00
JDT-779:Sedan:12141437.00
MCL-535:BMW 5 Series:12137100.00
GHG-646:Chevy Van:8069969.50
EMB-151:Sedan:11280517.00
IKR-033:Sedan:14706761.00
MLK-891:Plymouth Cuda:5409395.00
KHV-891:Toyota Landcruiser:10999912.00
QQG-188:Camión Ford 350:5147275.50
GRG-602:Range Rover:9787331.00
QXK-504:Ford  Van:13208621.00
TRG-678:Ford  Van:12977243.00
NAO-395:Camión Ford 350:9907878.00
GSU-392:Range Rover:13961943.00
DIE-179:Chevy Pickup:10676723.00
QVF-460:BMW 5 Series:13429612.00
AKO-990:Plymouth Cuda:5984173.50
UWO-714:Ford pickup F100:7667740.00
ULL-540:Mazda Miata:5423971.50
WGL-523:Ford pickup F100:12497221.00
SHF-633:Camión Ford 350:14035034.00
FMV-390:Caprice Classic:11399415.00
NCG-912:Mitsubish Eclipse:14427311.00
NKM-772:Ford  Van:5539557.00
OHC-859:Volvo Wagon:5073263.50
LVD-397:Ford  Van:5857995.00
WII-952:Camión Ford 350:14284747.00
RLX-369:BMW 5 Series:12879193.00
FWC-881:Ford pickup F100:11041235.00
YTS-857:Ford  Van:7723525.00
CPJ-682:Chevy Pickup:13177499.00
SSX-367:Sedan:11152550.00
PSR-482:Volvo Wagon:12458097.00
ALQ-529:Ford pickup F100:14437285.00
NIA-368:Ford pickup F100:14308112.00
OWS-253:Camión Ford 350:5677937.00
BTO-903:Mazda Miata:12163374.00
TJP-925:Volvo Wagon:8091897.50
WIF-411:Chevy Van:12978769.00
ZNY-589:Crown Victoria:11760404.00
TGW-755:Ford pickup F100:13223251.00
YLH-296:Volvo Wagon:5441001.00
YGH-130:Jeep Cherokee:13512516.00
QUX-475:Chevy Pickup:9152135.00
VHH-381:Volvo Wagon:12053523.00
OAA-560:Chevy Pickup:8411528.00
HQR-675:Jeep Cherokee:5553057.00
HZV-052:Jeep Cherokee:11100497.00
NXU-304:Range Rover:6310506.00
MDC-014:Ford Mustang 65:11415380.00
BIE-782:Camión Ford 350:6311808.00
FYF-728:Caprice Classic:6421120.00
TXB-741:Sedan:8257401.00
IKZ-586:Sedan:5228781.00
YFR-747:Bus Escolar:14011146.00
TDK-995:Caprice Classic:11658509.00
LTL-897:Plymouth Cuda:12401730.00
ESU-038:Plymouth Cuda:13835697.00
AOA-439:Toyota Landcruiser:5963942.00
BMB-007:Ford Mustang 65:12037940.00
LEI-390:Camión Ford 350:11323430.00
ULD-120:Plymouth Cuda:8947395.00
OKS-938:Ford  Van:14895020.00
HAK-371:BMW 5 Series:13223623.00
HEO-221:Mazda Miata:8412808.00
PME-845:Mazda Miata:6085812.50
ZVY-369:Mitsubish Eclipse:12405184.00
ZDH-721:Chevy Pickup:13923935.00
HLT-560:BMW 5 Series:10637396.00
OTB-031:Ford pickup F100:6118531.50
ABQ-603:Mitsubish Eclipse:10949115.00
NWS-795:Plymouth Cuda:8280945.50
ABU-613:Chevy Van:13667403.00
CYU-319:Toyota Landcruiser:11994335.00
ZIT-973:Plymouth Cuda:14657205.00
GRB-223:Ford pickup F100:9858752.00
LHY-668:Caprice Classic:8533197.00
TDC-808:Mazda Miata:14565694.00
DSZ-809:Ford pickup F100:6245600.50
QEN-859:Mazda Miata:6754779.00
GDQ-899:Bus Escolar:10888619.00
DRN-144:Bus Escolar:6781512.00
EEN-216:Chevy Van:10283868.00
UBQ-307:Ford pickup F100:8660391.00
XZE-897:Toyota Landcruiser:10008817.00
MAH-944:Bus Escolar:10958432.00
QCX-774:Chevy Pickup:9826960.00
MCW-592:Volvo Wagon:13088933.00
GZR-271:Plymouth Cuda:8394874.00
EQF-608:Caprice Classic:8029040.50
XFL-669:Toyota Landcruiser:6549928.00
AAP-923:Chevy Pickup:12493661.00
KKT-150:Chevy Van:9264312.00
SQJ-746:Jeep Cherokee:9939523.00
WYZ-481:Crown Victoria:10782984.00
EEV-455:Mitsubish Eclipse:14875766.00
ZTD-585:Range Rover:7596380.00
FQJ-638:BMW 5 Series:14968768.00
UZR-612:Ford pickup F100:10412325.00
KJT-997:Crown Victoria:14361151.00
MBL-367:Sedan:13882264.00
IGM-614:Crown Victoria:13180288.00
LMO-570:Camión Ford 350:13502604.00
LPD-330:Volvo Wagon:7982101.00
DTD-740:Volvo Wagon:11025516.00
GCL-352:Mazda Miata:7474235.50
TUP-484:Ford pickup F100:11200285.00
ATS-380:Crown Victoria:6368601.00
TGS-223:Chevy Pickup:14945172.00
KLW-961:Ford  Van:14707698.00
XOX-795:Mazda Miata:6016103.50
GVJ-084:Range Rover:14946295.00
TSU-007:Ford  Van:10160809.00
FJJ-843:Ford  Van:7837369.50
WEE-862:Crown Victoria:13799931.00
CGZ-979:Ford Mustang 65:9757623.00
RGM-609:BMW 5 Series:5878811.50
JLB-873:Bus Escolar:7768339.00
NLN-273:Sedan:6316892.50
QCT-302:Chevy Van:13303710.00
MHL-425:Caprice Classic:11862408.00
ZTO-718:Bus Escolar:9051735.00
HXW-039:Mitsubish Eclipse:13625790.00
CPH-181:Ford pickup F100:14639852.00
LKU-794:Mitsubish Eclipse:9190241.00
FZS-371:Toyota Landcruiser:14926386.00
AWC-389:Crown Victoria:8049465.00
OPD-470:BMW 5 Series:11948779.00
NMY-493:Camión Ford 350:9352602.00
IDM-124:Ford pickup F100:6983500.50
IHR-129:Sedan:6029601.00
OGG-339:Sedan:10178509.00
KLI-387:Camión Ford 350:9915176.00
XZG-144:Volvo Wagon:9649564.00
TDZ-000:Bus Escolar:13819589.00
HDZ-604:Ford Mustang 65:9706950.00
YUV-753:Ford Mustang 65:14054963.00
HEP-760:Jeep Cherokee:10782225.00
FOK-262:Crown Victoria:14368063.00
LXO-540:Jeep Cherokee:14937324.00
VVD-310:Ford Mustang 65:13171800.00
FLF-858:Caprice Classic:7045918.50
JQZ-999:Jeep Cherokee:14008264.00
VLW-248:Ford pickup F100:11188875.00
RTR-874:Mitsubish Eclipse:7667976.00
YMU-420:Bus Escolar:6459983.50
QDQ-505:Crown Victoria:14048548.00
ZTE-467:Ford pickup F100:12757791.00
NLC-393:Sedan:8016867.00
WCI-114:Chevy Van:13003267.00
PKH-692:Crown Victoria:10698195.00
ZTJ-551:Mazda Miata:13704987.00
PZJ-536:BMW 5 Series:9289968.00
UTJ-811:Volvo Wagon:11466544.00
PYL-510:Camión Ford 350:9340126.00
TVS-295:Range Rover:8231179.00
OSD-935:Camión Ford 350:6145676.50
HMB-466:Plymouth Cuda:7790581.00
QST-771:Ford Mustang 65:14230378.00
AQT-920:Chevy Van:10490340.00
URR-127:Chevy Pickup:7879072.00
HIB-903:Bus Escolar:6510533.50
BXL-703:Toyota Landcruiser:7706836.50
AAB-216:Sedan:14952982.00
HRA-543:Chevy Van:5901607.00
QDQ-647:Ford Mustang 65:8284165.00
SUH-715:BMW 5 Series:13869047.00
OYK-653:Sedan:10732044.00
BPK-594:Range Rover:7492164.00
QXG-065:Jeep Cherokee:10713128.00
JWE-530:Mitsubish Eclipse:11874496.00
ACR-542:Chevy Pickup:9506523.00
VWB-733:Mitsubish Eclipse:8140231.50
FOB-916:Ford Mustang 65:7953402.00
MMZ-856:Range Rover:13399392.00
TMD-276:Chevy Pickup:12853695.00
LWH-816:Ford  Van:12984403.00
EWI-246:Mitsubish Eclipse:12323194.00
CSV-636:Toyota Landcruiser:6925121.50
EII-891:Ford  Van:9516546.00
ZTF-130:Chevy Pickup:10730530.00
WWU-345:Range Rover:8424788.00
GEF-583:Mazda Miata:12025599.00
TBY-613:Camión Ford 350:5912969.00
DII-538:BMW 5 Series:5423954.00
UWP-239:Bus Escolar:13333255.00
DAF-949:Camión Ford 350:5251402.00
ZZV-139:Chevy Pickup:7746254.00
GPA-540:Plymouth Cuda:13035034.00
XKN-233:Ford Mustang 65:14097513.00
JDL-804:Mazda Miata:14625712.00
KUD-774:Mitsubish Eclipse:7826711.00
AHO-433:Plymouth Cuda:12473433.00
TGO-064:Mazda Miata:10413154.00
PZU-647:Sedan:11509955.00
OUQ-329:BMW 5 Series:7876098.50
FWS-524:Mitsubish Eclipse:13235381.00
SJC-386:Ford  Van:8417060.00
PDB-096:Ford Mustang 65:13735617.00
MNU-640:Bus Escolar:14125986.00
YQF-100:Volvo Wagon:6456603.50
KFD-284:Ford  Van:11217369.00
QRL-533:Sedan:5379999.00
VVO-294:Sedan:13885074.00
CCA-111:Ford Mustang 65:14481705.00
KCS-253:BMW 5 Series:11744112.00
ZDS-347:Ford pickup F100:7098521.00
PTO-524:Ford pickup F100:8949043.00
NKL-653:Mitsubish Eclipse:6352927.00
MVF-018:BMW 5 Series:7217395.00
AYN-477:Ford pickup F100:12950332.00
NJW-772:Ford pickup F100:5084756.00
RLZ-281:Ford pickup F100:7483815.00
YMJ-135:Ford  Van:8020237.00
NVX-256:Toyota Landcruiser:10849573.00
BLU-868:Jeep Cherokee:6721428.50
GDQ-128:BMW 5 Series:9353288.00
JUI-736:Crown Victoria:6215228.50
MAE-077:Chevy Van:6270434.00
FYP-977:Mitsubish Eclipse:7683264.50
XXC-175:Camión Ford 350:8475179.00
IRW-729:Chevy Van:11344581.00
ZVV-659:Volvo Wagon:9421404.00
WAR-579:Caprice Classic:10796365.00
WRV-621:Chevy Pickup:12563923.00
WPG-158:Range Rover:14257065.00
STG-267:Chevy Pickup:5596910.50
TTD-566:Chevy Pickup:7242739.50
JBE-529:Camión Ford 350:6371329.50
NKH-122:Mazda Miata:11759124.00
YYH-663:Ford  Van:6415334.50
CGX-791:Ford pickup F100:7992275.00
FLX-430:Crown Victoria:10951091.00
LWZ-706:Mazda Miata:12587307.00
PBQ-237:Ford Mustang 65:11555924.00
BPG-075:Crown Victoria:8381708.00
ZGK-330:Volvo Wagon:7557690.50
WGN-992:Chevy Pickup:5118859.00
IRU-744:Chevy Pickup:6988364.50
ALN-798:Mitsubish Eclipse:11906142.00
CCI-415:Mitsubish Eclipse:7064252.00
WTZ-709:Jeep Cherokee:8026736.50
QCC-052:Range Rover:10920736.00
TCI-790:Mazda Miata:11892363.00
DAM-266:Ford Mustang 65:7236855.50
LEG-415:Volvo Wagon:13305606.00
QYX-224:Mitsubish Eclipse:12913448.00
PDR-513:Ford pickup F100:10840808.00
KBN-077:BMW 5 Series:9865763.00
YSQ-124:Crown Victoria:14083318.00
KUD-629:Sedan:10755032.00
BGK-259:Mitsubish Eclipse:10155305.00
BBZ-784:Chevy Van:14790364.00
FQW-417:Chevy Pickup:9056628.00
OND-847:Ford Mustang 65:12088497.00
YCS-502:Toyota Landcruiser:10272108.00
HNX-008:BMW 5 Series:13429672.00
NSS-641:Toyota Landcruiser:6126224.00
QGX-096:Sedan:10749123.00
SHL-759:Chevy Van:13899753.00
MUW-467:BMW 5 Series:12091610.00
KKU-958:BMW 5 Series:14592855.00
DWG-048:BMW 5 Series:14660798.00
CKZ-638:Volvo Wagon:8907732.00
RGI-390:Jeep Cherokee:10134946.00
LHH-922:Jeep Cherokee:6401825.50
CKK-523:Ford pickup F100:12838534.00
UTY-163:Ford pickup F100:14611723.00
PHQ-531:Chevy Van:14207833.00
LFS-648:Chevy Pickup:14837010.00
GKD-479:Range Rover:13044989.00
RTS-306:Bus Escolar:10974703.00
YFF-231:Volvo Wagon:5016818.00
ISL-754:Sedan:7985061.00
VKI-631:Mitsubish Eclipse:7046958.00
WXH-958:Chevy Pickup:11141662.00
DVT-497:Ford pickup F100:8050786.50
MTB-023:Mazda Miata:14185812.00
UGR-038:Plymouth Cuda:5943038.50
UKE-327:Ford  Van:13714318.00
QQX-532:Sedan:13612843.00
ZXZ-128:Mazda Miata:7206410.00
DXD-472:Range Rover:12063218.00
PWY-968:Ford pickup F100:8237086.50
LGW-847:Ford  Van:12228194.00
QRP-858:Caprice Classic:14243871.00
SBE-528:Sedan:5711861.50
TAU-481:Plymouth Cuda:12192668.00
JPB-737:Crown Victoria:7209359.00
MVV-067:Jeep Cherokee:12409362.00
VXW-079:Chevy Pickup:14692561.00
YTZ-786:Plymouth Cuda:14719616.00
HBA-582:Ford pickup F100:10212073.00
BJJ-711:Crown Victoria:5687844.50
AYA-889:Volvo Wagon:8430130.00
TIN-605:Plymouth Cuda:13568141.00
OWW-313:BMW 5 Series:12043333.00
SBX-819:BMW 5 Series:12882356.00
XVA-773:Chevy Pickup:10590704.00
RCE-650:Camión Ford 350:14408764.00
XUN-012:Crown Victoria:7388493.50
HDT-415:Mazda Miata:12004711.00
ISU-103:Chevy Van:11825588.00
LWK-083:Volvo Wagon:6550389.50
DRW-380:BMW 5 Series:6940594.00
GYR-343:Volvo Wagon:8641197.00
CDY-146:Crown Victoria:14200739.00
MIY-360:Volvo Wagon:6818807.50
TAD-613:Jeep Cherokee:13618891.00
GOS-790:Mazda Miata:10389281.00
FMF-611:Range Rover:11113986.00
MOZ-161:Ford  Van:14899022.00
EDB-249:Caprice Classic:11523162.00
MJL-449:Bus Escolar:9587009.00
MRI-589:Ford pickup F100:6616570.00
MDL-124:Ford Mustang 65:10167330.00
OPT-053:Mitsubish Eclipse:12349141.00
TEK-118:Bus Escolar:12947661.00
NDF-303:Chevy Pickup:11494168.00
MCQ-751:Camión Ford 350:7165360.00
TZD-238:Camión Ford 350:7319845.50
BQH-240:Mazda Miata:13612155.00
FBJ-240:Mitsubish Eclipse:12769863.00
DLS-659:Jeep Cherokee:12898780.00
XYP-278:Sedan:8700768.00
LQB-979:Crown Victoria:14480016.00
AIE-439:Ford Mustang 65:8933491.00
JCD-909:Crown Victoria:7933352.50
WWE-665:Camión Ford 350:10000820.00
FOB-940:Ford Mustang 65:13624371.00
IAY-693:Jeep Cherokee:6575308.00
LHI-426:Toyota Landcruiser:9155685.00
MPT-112:Jeep Cherokee:8103629.00
VJI-331:Chevy Van:13247307.00
FUK-115:Range Rover:10286891.00
WVB-144:Crown Victoria:7285779.00
BZC-224:Toyota Landcruiser:10905681.00
UXK-102:Plymouth Cuda:13994421.00
AIL-189:Chevy Van:11754342.00
VSW-211:Plymouth Cuda:6738893.00
CGL-360:Ford  Van:9371375.00
YWP-005:Toyota Landcruiser:7899966.50
VTF-778:Chevy Pickup:9684654.00
PJU-749:Range Rover:5125030.00
GMX-853:Ford Mustang 65:8400322.00
FYM-247:Ford pickup F100:8663868.00
NOZ-244:Mazda Miata:12831275.00
VPV-258:Volvo Wagon:13391974.00
HTR-810:Ford pickup F100:7970884.00
ZUP-459:Toyota Landcruiser:12229527.00
NSI-911:Mitsubish Eclipse:5167393.00
SVH-261:Mitsubish Eclipse:5240142.50
WSU-970:Caprice Classic:7921253.50
WWD-488:Jeep Cherokee:10340539.00
OWI-793:Caprice Classic:12516378.00
EAY-819:Mazda Miata:13209246.00
QPZ-362:Range Rover:5638018.00
EEA-005:Range Rover:8801961.00
KSJ-401:Plymouth Cuda:5885808.50
DAD-299:Bus Escolar:7952354.00
OHZ-250:Chevy Van:13325258.00
GWT-241:Volvo Wagon:13865155.00
WGF-933:Ford Mustang 65:7143696.00
IIU-220:Sedan:14106413.00
JXC-999:BMW 5 Series:11902157.00
ULM-153:Ford Mustang 65:5145419.00
PGK-956:Crown Victoria:9530929.00
YFE-231:Bus Escolar:5927766.50
ZFP-912:Crown Victoria:6391619.00
TPD-391:Range Rover:12980852.00
JFN-989:Chevy Van:13333582.00
FAA-511:Camión Ford 350:6699007.00
IUB-402:Volvo Wagon:8702177.00
VMD-769:Mitsubish Eclipse:8556780.00
DWY-987:Toyota Landcruiser:12353989.00
UTO-987:BMW 5 Series:5395060.50
NCQ-539:Camión Ford 350:8935356.00
MOY-042:Bus Escolar:5844355.50
EAP-073:Range Rover:6047656.50
CRM-945:Mitsubish Eclipse:6262065.50
QTN-979:BMW 5 Series:6119401.00
MBH-933:Chevy Pickup:10953788.00
KFO-156:Bus Escolar:12446281.00
IFO-777:Jeep Cherokee:12163002.00
LGI-114:Bus Escolar:8857874.00
NRP-801:Ford Mustang 65:8680957.00
KYQ-953:Crown Victoria:10403367.00
QDS-384:Plymouth Cuda:12425039.00
RCL-858:Mazda Miata:9664576.00
NBX-522:Bus Escolar:5490135.00
ESO-700:Caprice Classic:11945659.00
FKB-088:Ford Mustang 65:7911004.50
XTH-457:Toyota Landcruiser:9729575.00
VJQ-067:Volvo Wagon:12072988.00
KGP-432:Range Rover:6809057.00
RGP-408:Crown Victoria:14267103.00
QFJ-198:Volvo Wagon:7519658.00
FXW-865:Mitsubish Eclipse:11413374.00
VFM-146:Camión Ford 350:12654178.00
XJQ-925:Sedan:13920947.00
TGB-713:Ford pickup F100:10301610.00
FKD-897:Volvo Wagon:13191907.00
AHZ-497:Sedan:11469034.00
DGV-387:Range Rover:7605233.50
ZII-068:Sedan:8789265.00
GNR-134:Ford pickup F100:14923697.00
UZU-774:Sedan:11085062.00
SKG-514:Toyota Landcruiser:5982169.50
VKE-425:Ford Mustang 65:8185003.50
BZR-346:Ford pickup F100:11723672.00
QMA-396:Bus Escolar:7485263.00
BME-192:Volvo Wagon:7739036.00
RLH-995:Mazda Miata:9015874.00
PCJ-070:Ford  Van:8683300.00
NKU-400:Camión Ford 350:5984231.00
NGH-555:BMW 5 Series:8183981.00
APD-915:Chevy Van:14857797.00
PJW-342:Mitsubish Eclipse:12493198.00
QNK-655:Toyota Landcruiser:12931121.00
TCP-369:Caprice Classic:10104680.00
NQQ-616:Volvo Wagon:9546927.00
AHD-458:Camión Ford 350:8654486.00
KTV-926:Mazda Miata:5705347.00
SRI-358:Toyota Landcruiser:5731143.50
MST-632:Jeep Cherokee:9441558.00
NPU-041:Sedan:6962690.00
XAW-169:Jeep Cherokee:7142686.50
POT-138:Sedan:7593693.50
OAO-929:Chevy Van:7640262.50
OBV-010:Toyota Landcruiser:14256645.00
AUH-674:Jeep Cherokee:5236966.00
BUN-457:Camión Ford 350:8279564.50
VWA-083:Ford  Van:13116006.00
JQM-563:Bus Escolar:11391513.00
FXI-943:Ford Mustang 65:7832634.50
DVX-752:Ford  Van:13429970.00
CWL-912:Chevy Pickup:9078029.00
XWB-527:Ford Mustang 65:6720851.00
QMK-086:Mitsubish Eclipse:10114677.00
NKR-165:Chevy Van:10143234.00
KZT-521:Camión Ford 350:6014194.00
AEQ-388:Chevy Pickup:12835632.00
IFO-180:Ford  Van:6132436.00
MUM-120:Caprice Classic:14055348.00
ZQG-273:Volvo Wagon:8636763.00
NAD-389:Camión Ford 350:13866070.00
DLI-044:Mitsubish Eclipse:8991824.00
FXC-490:Crown Victoria:6607628.50
RKD-474:Plymouth Cuda:7878726.50
NLQ-335:Ford Mustang 65:10056195.00
ZVM-428:Ford Mustang 65:9279846.00
TNY-651:BMW 5 Series:10784619.00
NSR-219:Caprice Classic:10174286.00
JEB-765:Bus Escolar:6920259.00
JRD-655:Ford pickup F100:5855000.50
CAZ-615:Bus Escolar:13402921.00
GNX-444:Sedan:6682082.00
PFO-277:BMW 5 Series:14409134.00
KBU-968:Caprice Classic:7461625.50
XFI-071:Mazda Miata:11873334.00
RPM-196:Range Rover:14819547.00
XOW-637:Chevy Van:13403500.00
WQR-459:Ford  Van:6705306.00
ENM-961:Jeep Cherokee:14602479.00
TLM-714:Mitsubish Eclipse:8344970.50
AER-395:Sedan:5774538.50
DTI-664:Sedan:6179546.00
ZPU-677:Chevy Pickup:5109963.50
FNH-396:Mazda Miata:8086039.00
VZI-844:Bus Escolar:11415162.00
EYI-844:Ford  Van:12418579.00
BNC-820:Ford Mustang 65:8608761.00
PRU-520:Toyota Landcruiser:10768280.00
BXX-535:Chevy Pickup:6925126.50
MNK-991:Mitsubish Eclipse:8583389.00
RLV-951:Camión Ford 350:9106628.00
VES-122:Ford pickup F100:7245722.50
FDW-560:BMW 5 Series:5714156.50
OMC-564:Jeep Cherokee:10208482.00
XIH-456:Jeep Cherokee:10630771.00
WGM-157:Chevy Van:9523920.00
VIH-533:Mitsubish Eclipse:11773642.00
VUM-429:Camión Ford 350:13204881.00
ICP-881:Caprice Classic:7119581.50
LRV-932:BMW 5 Series:11934344.00
PZS-934:Camión Ford 350:14127977.00
EKQ-434:Caprice Classic:11065606.00
OFP-337:Volvo Wagon:5353429.00
MWT-814:Caprice Classic:5898300.00
KVR-725:Ford  Van:13703673.00
YNW-394:Chevy Pickup:5655323.50
RQW-049:Crown Victoria:13254770.00
TPU-808:Ford  Van:10602052.00
RFE-970:Chevy Van:8071528.00
NEC-461:Ford pickup F100:14998927.00
UWI-271:Chevy Pickup:6450202.00
SYK-779:Ford Mustang 65:6808058.00
EIJ-936:Crown Victoria:12048001.00
VUK-494:Chevy Van:12372331.00
HBZ-011:Crown Victoria:10701029.00
BYQ-898:Toyota Landcruiser:8364488.50
ESA-547:Plymouth Cuda:9615109.00
NWS-424:Chevy Pickup:7462109.50
MGP-631:Ford  Van:10734016.00
DFH-006:BMW 5 Series:5994073.00
JDT-782:Ford  Van:5028051.50
BSW-311:Bus Escolar:13923219.00
JMI-768:Chevy Van:6799898.50
CMU-119:Ford Mustang 65:8380721.50
ACF-822:Jeep Cherokee:7764579.50
YDS-025:Bus Escolar:12342520.00
CBJ-795:Toyota Landcruiser:10018035.00
AHF-125:Plymouth Cuda:11112890.00
QVD-903:Mitsubish Eclipse:7611640.00
OYB-857:Bus Escolar:9641551.00
WVJ-848:Ford  Van:13762217.00
ECP-362:Plymouth Cuda:10941577.00
ASE-014:Bus Escolar:5535916.00
JDM-999:Chevy Van:10566578.00
UXP-174:Crown Victoria:11285005.00
OFH-148:Ford Mustang 65:9184882.00
PON-795:Jeep Cherokee:8571447.00
SVH-678:Range Rover:8794684.00
UYT-543:Mitsubish Eclipse:9752471.00
PUD-065:Plymouth Cuda:9601375.00
DZZ-153:Plymouth Cuda:9940812.00
EUW-962:Ford  Van:9879387.00
FGZ-664:BMW 5 Series:10840026.00
FSF-826:Jeep Cherokee:6406804.00
RCM-249:Range Rover:9775157.00
UIN-459:Volvo Wagon:13837615.00
GWK-830:Chevy Pickup:5450352.50
SGK-995:Range Rover:8461212.00
RVV-082:Bus Escolar:11706998.00
QEB-219:Ford  Van:5183008.00
VLG-142:Camión Ford 350:11740048.00
OCD-464:Ford pickup F100:5889794.00
HXK-120:Sedan:12625047.00
GVB-470:Bus Escolar:13466292.00
NCT-934:Crown Victoria:6073397.50
NFL-165:Mitsubish Eclipse:9962494.00
LXD-698:Plymouth Cuda:9791593.00
SOS-565:Camión Ford 350:6326449.50
QWD-032:Volvo Wagon:14716848.00
LKZ-194:Jeep Cherokee:6248704.00
KGZ-314:Sedan:11518789.00
AJK-685:Chevy Pickup:13188901.00
KYO-715:Bus Escolar:10237880.00
YNT-898:Ford  Van:7339286.00
DFU-274:Chevy Van:6455914.50
UOK-602:Ford Mustang 65:7278001.50
DUE-337:Ford pickup F100:14194128.00
FRD-253:Bus Escolar:11137628.00
QKY-380:Bus Escolar:5490459.00
QLI-665:Volvo Wagon:6610513.00
JIC-600:Plymouth Cuda:14618982.00
RDM-250:Camión Ford 350:13813866.00
MVL-384:Chevy Pickup:14736691.00
YHF-583:BMW 5 Series:8554270.00
